index,SMILES,RE(eV),HOMO-1(eV),HOMO(eV),LUMO(eV),LUMO+1(eV),E_0(hartree),E_0^-(hartree),E-(hartree),E_-^0(hartree),D_0 dipole moment(D),D_0^- dipole moment(D),D- dipole moment(D),D_-^0 dipole moment(D)
562,Cc1oc(=O)c2ccccc2c1-c1nccc(C=Cc2ccc(C(=C(c3ccccc3)c3ccc(C=Cc4ccnc(-c5c(C)oc(=O)c6ccccc56)n4)cc3)c3ccccc3)cc2)n1,0.544722967,-6.074125583,-5.822420262,-2.539638655,-2.139087053,-2754.04652,-2754.097432,-2754.103075,-2754.032144,10.1819,9.6477,5.8594,11.2496
564,N#CC(C#N)=C1C=COC(c2ncc([SiH]3C=C4OCCOC4=C3)cn2)=C1,0.618158335,-6.466785883,-6.379709448,-3.087675969,-2.132284207,-1427.167677,-1427.230677,-1427.237679,-1427.151962,10.8135,22.9357,22.1151,10.4185
566,Cn1c(-c2ncc(-c3ccc(C(=O)c4cocc4-c4cncnn4)s3)nn2)nc(C#N)c1C#N,0.461962258,-7.295916814,-6.992237747,-3.459655616,-2.948353673,-1902.208913,-1902.285153,-1902.28989,-1902.196673,10.3899,13.3218,12.2333,9.1039
567,O=C(c1ncc(-c2nc3ccsc3s2)nn1)c1ncc(-c2nc3ccsc3s2)nn1,0.462849349,-6.734818035,-6.723117139,-3.290400795,-2.908352936,-2757.252712,-2757.320754,-2757.326271,-2757.24122,4.0659,6.3249,6.2446,3.9181
568,N#CC(C#N)=C1C=C(C=C2Sc3ccccc3S2)SC(c2ccc(C(=O)c3cocc3C3=CC(=C(C#N)C#N)C=C(C=C4Sc5ccccc5S4)S3)s2)=C1,0.535585384,-6.061880459,-5.907864014,-3.364687879,-2.925223995,-4729.749872,-4729.833726,-4729.840265,-4729.736729,15.4667,18.1069,18.8477,15.7525
569,O=C(c1ccc(-c2occc2C(=O)c2ccc(C3COc4nsnc4O3)s2)s1)c1cocc1C=Cc1ccncn1,0.536069746,-6.540528739,-6.389233433,-2.945904648,-2.443038235,-2941.386577,-2941.4443,-2941.449264,-2941.371841,3.493,7.1448,7.8454,4.3059
570,O=C(O)c1cnc(-c2sc(-c3ncc(C(=O)O)nn3)c3c2SCCS3)nn1,0.460152701,-6.475221413,-6.191406657,-3.435709596,-2.737737545,-2362.201581,-2362.277592,-2362.281481,-2362.18856,1.8359,4.3352,4.8162,2.2873
573,N#Cc1noc(-c2cc3c(-c4onc(C#N)c4C(=O)O)c4c(F)c(F)sc4nc3s2)c1C(=O)O,0.570677187,-7.437416022,-7.099178494,-3.687142803,-2.91216253,-2446.876737,-2446.964445,-2446.970092,-2446.861412,3.9455,5.0192,3.6554,4.3731
574,CN1C(=O)C2=C(C(F)(F)F)N(C)C(=O)C2=C1C(=Cc1ccc(C(=O)O)cc1)c1ccc(C(=O)O)cc1,0.676635603,-6.995503113,-6.178345191,-3.323054458,-2.65419859,-1823.314088,-1823.388873,-1823.395808,-1823.296158,1.7561,4.7168,4.1414,1.9607
576,CN1C(=O)c2cccc3c(C4=CC(=C(C#N)C#N)C=C(c5ncc(C6=CC(=C(C#N)C#N)C=CS6)cn5)S4)ccc(c23)C1=O,0.516537414,-6.968291727,-6.712504698,-3.986468049,-3.381014711,-2596.5066,-2596.610097,-2596.615745,-2596.493266,6.6771,11.3556,9.8576,5.0978
577,Cn1c(=O)c2c(C=Cc3ccncn3)c3c4cccc5cccc(c3c(C=Cc3ccnc(-c6ccncn6)n3)c2c1=O)c54,0.315233022,-6.523113452,-6.159569335,-2.771479664,-2.492290844,-1880.021608,-1880.07801,-1880.079487,-1880.0115,7.48,7.183,6.8797,7.9402
578,O=c1ccccn1-c1ncc(-c2sc3c(sc4c(F)c(-c5cnc(-n6ccccc6=O)nn5)sc43)c2F)nn1,0.420113867,-6.396036279,-6.299435859,-3.258019246,-2.739914456,-2903.13962,-2903.212182,-2903.219688,-2903.131686,5.0314,3.6574,2.5447,1.1178
579,N#Cc1ncc(-c2cc3c(-c4cnc(C#N)nn4)c4c(F)c(F)sc4nc3s2)nn1,0.475763873,-7.574833521,-7.228160463,-3.906738688,-3.477615131,-2138.264225,-2138.357218,-2138.362737,-2138.25226,9.087,10.4566,9.95,9.1663
580,N#CC(C#N)=C1c2ccsc2-c2sc(-c3cnc(-c4sc5c(sc6c(F)csc65)c4F)nc3)cc21,0.417428104,-6.551685407,-5.980790529,-3.893405109,-2.694743556,-3327.673818,-3327.770952,-3327.773068,-3327.660593,3.7865,18.1323,16.5037,3.7233
581,CN1C(=O)C2=C(C(F)(F)F)N(C)C(=O)C2=C1c1occc1C(=O)c1cccs1,0.43438896,-6.9854349,-5.965552153,-3.228086721,-2.191332915,-1800.628631,-1800.698303,-1800.700954,-1800.615318,6.8388,8.7625,8.9672,7.6471
582,N#Cc1csc(C#N)c1-c1cnc(C2COc3nsnc3O2)nc1,0.512959116,-7.882594296,-6.668966481,-3.254753879,-2.509706131,-1812.339962,-1812.400019,-1812.404636,-1812.325728,8.2705,5.2451,3.522,8.1835
583,Cc1nc2csc(-c3ncc(-c4sc(C5=C(C#N)C(=C(C#N)C#N)OC5(C)C)c5nc(C)c(C)nc45)cn3)c2nc1C,0.446579661,-6.735362263,-6.161474132,-3.801430624,-2.86916854,-2520.053762,-2520.154836,-2520.159073,-2520.041587,13.4197,21.3387,22.6262,15.6827
585,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1c1nccc(C=Cc2ncnc(C=Cc3ccncn3)n2)n1,0.624724442,-7.211833632,-7.140811914,-3.877350391,-3.429450978,-1584.883528,-1584.977654,-1584.983919,-1584.866835,12.3717,13.363,11.7303,14.0011
586,O=C(c1ccc(-n2ccccc2=O)s1)c1ccoc1C(=O)c1occc1C(=O)c1ccc(-n2ccccc2=O)s1,0.65659986,-6.384063269,-6.327463587,-2.915427896,-2.566577928,-2547.048389,-2547.106128,-2547.115347,-2547.033479,6.1217,12.8568,9.9175,5.9215
587,CN1C(=O)C2=C(c3cc(F)c(C=c4sc(=C(C#N)C#N)n(C)c4=O)c4nsnc34)N(C)C(=O)C2=C1c1cc(F)c(C=c2sc(=C(C#N)C#N)n(C)c2=O)c2nsnc12,0.506676007,-6.979992623,-6.233856419,-4.247425241,-3.795172005,-4131.675387,-4131.794744,-4131.798011,-4131.660034,0.0003,0.2128,0.213,0
588,Fc1cc(-c2nccc(-c3cc(F)c(C4CSc5cscc5S4)c4nsnc34)n2)c2nsnc2c1,0.31623168,-6.036301756,-5.887455475,-3.361422513,-3.047403118,-3363.43352,-3363.507065,-3363.507742,-3363.422577,2.7049,3.0514,3.0492,3.0128
589,Cn1c(=O)c2cc(-c3scc(C#Cc4sc(C#N)c(F)c4F)c3C(=O)O)c3c(=O)n(C)c(=O)c4cc(-c5scc(C#Cc6sc(C#N)c(F)c6F)c5C(=O)O)c(c1=O)c2c43,0.432005243,-6.660803065,-6.655360788,-4.018305371,-2.950802698,-4344.319973,-4344.424241,-4344.42796,-4344.307816,0.0003,0.4278,0.4279,0.0002
590,Cn1c(=O)c2cc(-c3ncc(C4=C(C#N)C(=C(C#N)C#N)SC4(C)C)nn3)c3c(=O)n(C)c(=O)c4cc(-c5ncc(C6=C(C#N)C(=C(C#N)C#N)SC6(C)C)nn5)c(c1=O)c2c43,0.509780826,-7.308161938,-7.305440799,-4.466204784,-4.03027838,-3477.295144,-3477.414227,-3477.420224,-3477.282408,7.0217,8.4897,11.7409,9.7318
591,Cc1c(-c2c(C#N)sc(-c3ccc(C(=O)c4cocc4-c4sc(C#N)c(-c5nc6ncccn6c5C)c4C#N)s3)c2C#N)nc2ncccn12,0.522012344,-6.691551931,-5.949497435,-3.483329522,-2.729846244,-3235.73877,-3235.820301,-3235.825272,-3235.724557,10.3792,12.8926,13.5478,11.6005
593,CN1C(=O)C2=C(c3c4ccsc4nc4sc(F)c(F)c34)N(C)C(=O)C2=C1c1oncc1C(=O)O,0.476438715,-6.632503224,-6.035757529,-3.438702849,-2.239224954,-2397.379545,-2397.460279,-2397.465193,-2397.36695,4.254,5.5764,5.1125,3.9767
595,Cc1nc2c(-c3ncnc(-c4nc(C#N)c(C#N)n4C)n3)sc(-c3ncnc(-c4nc(C#N)c(C#N)n4C)n3)c2nc1C,0.480808864,-7.680957926,-7.372925037,-4.168240107,-3.163051509,-2273.294079,-2273.402616,-2273.407499,-2273.281293,0.1404,4.5403,4.425,0.2469
598,N#Cc1noc(C#N)c1C(=O)Oc1cc2c(-c3ccnc(-c4c5cc(OC(=O)c6c(C#N)noc6C#N)sc5nc5sc(F)c(F)c45)n3)c3c(F)c(F)sc3nc2s1,0.569833634,-6.759036169,-6.599305333,-3.891500312,-3.810138268,-4288.77241,-4288.858892,-4288.864305,-4288.756883,2.7414,14.0205,13.1206,2.4021
600,O=C(O)c1ncc(C=c2ccc(=c3ccc(=Cc4cnc(C(=O)O)nc4)s3)s2)cn1,0.539128306,-7.532383759,-5.963647356,-3.917623242,-2.82263707,-2085.566923,-2085.669157,-2085.673416,-2085.551368,10.7329,9.7264,9.8334,10.5547
601,N#Cc1cnc(C2=CC=C(c3ncc(C#N)nn3)C3N=C(F)C(F)=NC23)nn1,0.673870926,-7.664086867,-7.420817076,-4.073816598,-3.379654141,-1360.308357,-1360.405494,-1360.413297,-1360.291395,5.6254,4.2215,4.5995,6.2602
602,N#CC(C#N)=C1C=C(c2ncnc(C#N)n2)OC(c2ncnc(C#N)n2)=C1,0.344806357,-9.11227683,-7.272242909,-4.350556394,-3.936943326,-1234.700899,-1234.809912,-1234.812097,-1234.690412,9.1871,11.2458,11.0579,8.7981
603,N#CC(C#N)=C1C(=CC=C2Oc3ccccc3N2c2ncc(-c3ncnc(-c4cncnn4)n3)nn2)C(=O)c2ccccc21,0.535650691,-6.917678549,-6.138888682,-3.407953983,-3.218018508,-1958.876884,-1958.954901,-1958.962865,-1958.865162,10.5274,13.2528,11.7749,11.6983
604,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1c1sc(-c2ncnc(-c3scc4c3SCCS4)n2)c2c1SCCS2,0.690641304,-6.419982299,-6.182154785,-3.509180339,-2.67106965,-3755.027385,-3755.112967,-3755.12203,-3755.011067,11.553,21.7884,20.1053,11.7748
605,Cn1c([Si]2(c3c4c(=O)n(C)c(=O)c4c([Si]4(c5nc(C#N)c(C#N)n5C)C=C5OCCOC5=C4)c4c5ccc(C#N)c6cccc(c34)c65)C=C3OCCOC3=C2)nc(C#N)c1C#N,0.469839954,-6.569917036,-6.551413293,-3.518976438,-2.743451937,-3270.043895,-3270.131068,-3270.135696,-3270.031257,21.2555,25.7422,23.4533,19.3456
609,N#Cc1csc2sc3sc(-c4cnc(-c5sc6sc7scc(C#N)c7c6c5C#N)nn4)c(C#N)c3c12,0.401942104,-6.984346445,-6.724477708,-3.377205116,-2.869984881,-3650.461684,-3650.540351,-3650.544485,-3650.451047,3.8751,3.9738,2.446,2.4341
611,FC(F)(F)c1ncnc(C=Cc2ccnc(C3COc4nsnc4O3)n2)n1,0.613584101,-7.872526084,-6.682027946,-3.678163046,-2.58861915,-1769.702975,-1769.781395,-1769.788537,-1769.687568,7.3413,6.079,6.2033,7.8101
612,Cn1c(=O)c2c(-c3scc(-c4nc5ccccc5s4)c3C(=O)O)c3c4cccc5c(C#N)ccc(c3c(-c3scc(-c6nc7ccccc7s6)c3C(=O)O)c2c1=O)c54,0.357484141,-6.734001693,-6.544882561,-3.104274915,-2.40956823,-3951.8746,-3951.945974,-3951.949069,-3951.864558,2.789,8.5199,7.8132,1.7365
613,CN1C(=O)C2=C(C(F)(F)F)N(C)C(=O)C2=C1[SiH]1C=C2OCCOC2=C1,0.611728284,-6.440390838,-6.030043138,-3.016110024,-1.865884738,-1578.805743,-1578.863797,-1578.869258,-1578.788723,6.2965,13.4449,13.4593,5.9796
614,Fc1c(-c2cnc(C(F)(F)F)nn2)sc2c1sc1c(F)c(-c3cnc(C(F)(F)F)nn3)sc12,0.395188238,-7.413742116,-6.963665791,-3.742109803,-3.160602484,-2932.680058,-2932.767631,-2932.768884,-2932.666788,4.9127,4.1107,4.3035,5.0116
615,O=C(n1ccnc1)n1cncc1-c1sc(-c2ccnc(-c3scc4c3OCCS4)n2)c2c1SCCO2,0.59487083,-6.066778509,-5.882557425,-2.347254156,-2.050922163,-3032.929685,-3032.964545,-3032.972645,-3032.915924,3.9106,9.9847,10.4897,3.5105
617,C(=Cc1nccc(-c2scc3c2SCCS3)n1)c1ccncn1,0.518170097,-6.205556577,-6.118480142,-2.550795324,-2.112692009,-2030.427188,-2030.468234,-2030.474629,-2030.41454,4.7091,11.5072,11.9225,4.512
618,Cn1c(=O)c2c(C3=CC(=C(C#N)C#N)C=CS3)c3c4cccc5cccc(c3c(C3=CC=CC6N=C(F)C(F)=NC36)c2c1=O)c54,0.298098012,-6.768560154,-6.387056522,-3.344551453,-2.902094317,-2365.934959,-2366.012498,-2366.014579,-2365.926085,11.0137,10.0109,10.7843,11.7633
619,C[Si]1(C)C(c2c(C#N)sc(C(F)(F)F)c2C#N)=C2OCCOC2=C1c1c(C#N)sc(C(F)(F)F)c1C#N,0.573681324,-7.676059877,-6.612911026,-3.257747132,-3.095567271,-2898.709991,-2898.77855,-2898.784466,-2898.694825,3.0529,2.9148,2.9621,3.1045
620,N#CC(C#N)=C1C=COC(c2nccc(-c3c4ccsc4nc4sc(F)c(F)c34)n2)=C1,0.457703676,-6.759308282,-6.621890783,-3.264822092,-2.944271965,-2149.389327,-2149.459598,-2149.464356,-2149.377265,8.5995,17.1379,17.4,8.5321
621,N#CC(C#N)=C1C=COC(c2c(C3=CC(=C(C#N)C#N)C=C(N4C(=O)c5ccccc5C4=O)O3)sc3ccc(C#N)cc23)=C1,0.632966771,-7.060266212,-6.925569851,-3.766872164,-3.448498948,-2292.191052,-2292.287817,-2292.294904,-2292.174877,1.75,8.207,7.4807,2.9029
622,CN1C(=O)C(=Cc2c(C#N)sc(-c3ncc(-c4scc5c4SCCS5)cn3)c2C#N)C(=O)N(C)C1=O,0.647418738,-6.430050512,-6.353586517,-3.368769587,-3.115975811,-3031.764675,-3031.839487,-3031.846697,-3031.748094,8.7928,16.4877,21.322,9.3912
623,N#CC(C#N)=C1C=C(C(=O)C2=CC(=C(C#N)C#N)C=C(c3nc4ccsc4s3)O2)OC(c2nc3ccsc3s2)=C1,0.545171955,-6.974006118,-6.836588619,-4.194907266,-3.594624091,-3180.430077,-3180.539387,-3180.5452,-3180.415854,11.9336,19.9661,21.8862,12.9653
625,FC1=NC2C=CC=C(c3ccnc(-c4scc5c4OCCS5)n3)C2N=C1F,0.612862999,-6.133446404,-5.935347514,-2.498821576,-2.35242432,-1983.3345,-1983.373541,-1983.381778,-1983.320214,2.9368,4.4259,3.922,3.7025
626,CN1C(=O)C2=C(c3c(F)c(F)cc(F)c3F)N(C)C(=O)C2=C1c1nccc(C=CC2COc3nsnc3O2)n1,0.432949478,-6.712504698,-5.989770286,-3.352170641,-2.423173923,-2349.878839,-2349.956143,-2349.960017,-2349.866802,2.3963,4.4275,3.3985,3.2789
628,O=C1c2ccccc2C(=O)N1c1sc(-c2ncnc(-c3scc4c3SCCO4)n2)c2c1OCCS2,0.536886088,-6.001743296,-5.905959217,-2.63651119,-2.290654473,-2997.496469,-2997.534849,-2997.54354,-2997.48543,6.1245,20.8347,18.8504,7.0659
629,N#Cc1sc(C=Cc2ccncn2)c2c1C(=O)c1c(C(F)(F)F)sc(C(F)(F)F)c1C2=O,0.316473861,-7.635787025,-7.196051028,-3.933405846,-3.750001105,-2437.175388,-2437.271014,-2437.271329,-2437.164073,4.0697,3.1445,2.3473,4.3059
630,C[Si]1(C)C(c2cnc(C(=O)O)nn2)=C2OCCOC2=C1c1cnc(C(=O)O)nn1,0.56105252,-7.247752661,-6.758764055,-3.669183288,-2.879508867,-1687.395211,-1687.479427,-1687.485198,-1687.380363,13.8479,14.9771,14.741,13.4955
632,c1cc(-c2ncnc(-c3ccnc(-c4nc5sccc5s4)n3)n2)ncn1,0.399226407,-6.764478446,-6.320388626,-3.150534271,-2.78807861,-1848.853045,-1848.913028,-1848.917593,-1848.842938,3.5972,5.3071,4.3848,3.6552
633,C=Cc1ccnc(-c2cc3c(=O)n(C)c(=O)c4c(-c5scc6nc(C)c(C)nc56)cc5c(=O)n(C)c(=O)c2c5c34)n1,0.372379654,-7.045299949,-6.163106815,-3.51489473,-2.511610928,-2182.833424,-2182.918828,-2182.921704,-2182.822615,2.4178,4.9875,5.1743,2.5689
634,O=C(c1ccc(-c2cocc2C(=O)c2sccc2-c2nc3ccccc3[nH]2)s1)c1cocc1-c1cocc1C(=O)c1sccc1-c1nc2ccccc2[nH]1,0.299235448,-6.101609083,-5.908136128,-2.692022417,-2.527393532,-3440.437902,-3440.490465,-3440.491211,-3440.427651,4.0349,10.9223,10.5373,4.4072
635,CN1C(=O)C2=C(c3nc4ccccc4[nH]3)N(C)C(=O)C2=C1C(=O)C1=C2C(=O)N(C)C(c3nc4ccccc4[nH]3)=C2C(=O)N1C,0.266380421,-6.089091845,-5.878747831,-3.820478594,-3.135568009,-2008.675364,-2008.779595,-2008.781605,-2008.667585,1.4082,2.6958,2.6852,1.6133
636,N#CC(C#N)=C1C=C(c2ccc3nc(-n4ccccc4=O)oc3c2)OC(c2ccc3nc(-n4ccccc4=O)oc3c2)=C1,0.261468766,-6.701075916,-6.29807529,-2.993796688,-2.63651119,-1933.56756,-1933.633245,-1933.634316,-1933.559022,11.0796,20.1824,21.0953,12.2895
638,FC1=NC2C(c3ncc(-c4nc5ccccc5s4)nn3)=CC=C(c3ncc(-c4nc5ccccc5s4)nn3)C2N=C1F,0.598283138,-6.883664316,-6.484473284,-3.415301057,-2.754608605,-2618.833734,-2618.915118,-2618.92129,-2618.817919,3.9059,3.7275,3.6998,4.3132
639,N#Cc1ncc(C(=C(c2cnc(C#N)nc2)c2cccs2)c2cccs2)cn1,0.679141772,-7.713339476,-6.523113452,-3.391899265,-2.668892739,-1892.896269,-1892.971596,-1892.980064,-1892.879778,12.9334,16.4026,15.8974,12.5103
641,O=c1ccccn1-c1cnc(-c2cc3c(-c4ncc(-n5ccccc5=O)cn4)c4c(F)c(F)sc4nc3s2)nc1,0.582625707,-6.397124735,-6.188957632,-2.65909664,-2.193237712,-2566.412086,-2566.463435,-2566.471432,-2566.398673,4.9197,10.6504,10.2875,3.9505
642,N#CC(C#N)=C1C=CSC(c2ccnc(-c3ccc(C(=O)c4ccoc4)s3)n2)=C1,0.541846724,-6.888018138,-6.557671912,-3.418838537,-2.83324951,-1971.954772,-1972.031849,-1972.038598,-1971.941609,10.5655,16.5056,16.2705,11.3692
643,O=C(O)c1ncnc(-c2scc3c2SCCS3)n1,0.320381416,-6.708150877,-6.456173442,-2.950530584,-2.536101175,-1894.534917,-1894.586638,-1894.588451,-1894.524956,7.1429,9.9845,11.3646,7.4627
644,Cc1c(-c2ccnc(C3=CC(=C(C#N)C#N)C=C(c4nccc(-c5nc6ncccn6c5C)n4)S3)n2)nc2ncccn12,0.33642525,-6.492364586,-6.167188523,-3.209582979,-2.679233066,-2209.136422,-2209.211122,-2209.212783,-2209.125721,9.5602,16.559,16.1583,9.2857
645,Cc1oc2ccccc2c(=O)c1-c1cc2c(-c3ncnc(-c4c5cc(-c6c(C)oc7ccccc7c6=O)sc5nc5sc(F)c(F)c45)n3)c3c(F)c(F)sc3nc2s1,0.490014476,-6.418893844,-6.233584305,-2.922502856,-2.621544927,-4139.327334,-4139.38953,-4139.396416,-4139.316213,6.1851,16.3256,14.8867,6.2947
646,N#Cc1sc(C#N)c(-c2c3c(c(-c4c(C#N)sc(C#N)c4C#N)c4cscc24)N=S=N3)c1C#N,0.325529811,-8.167497508,-6.425424576,-4.296949963,-3.697211016,-2870.116771,-2870.229978,-2870.231149,-2870.10598,5.2383,4.8517,4.635,5.2846
647,N#Cc1cnc([Si]2(c3ncc(C#N)nn3)c3ccsc3-c3sccc32)nn1,0.412984484,-7.482859036,-6.157392424,-3.453124883,-3.253937538,-2137.00525,-2137.071127,-2137.076206,-2136.995152,6.163,12.0049,9.4929,3.5459
648,N#CC(C#N)=C1C=C(c2cnc(C(=O)O)nc2)OC(c2cnc(C(=O)O)nc2)=C1,0.379462778,-8.38410014,-7.411565205,-4.230009954,-3.883881124,-1395.300978,-1395.405899,-1395.408675,-1395.289808,2.9959,7.2793,6.7437,2.798
649,CN1C(=O)C(=Cc2occc2C(=O)c2ccc(-c3cnc([SiH]4C=C5OCCOC5=C4)nc3)s2)C(=O)N(C)C1=O,0.535881988,-6.802302272,-5.876298807,-3.312169904,-2.560591423,-2435.982052,-2436.054823,-2436.06084,-2435.968376,7.0831,22.0043,22.1324,8.2905
650,Cc1nc2csc(-c3cnc(-c4ccc5ncoc5c4)nc3)c2nc1C,0.409656532,-6.819989673,-5.983783781,-2.741275026,-1.860986689,-1478.969574,-1479.018853,-1479.023409,-1478.959076,4.0608,4.2547,4.1696,4.1744
651,O=C1c2ccccc2C(=O)N1C=Cc1ccnc(-c2ccnc(-c3nccc(C=CN4C(=O)c5ccccc5C4=O)n3)n2)n1,0.3470132,-6.486105967,-6.086370707,-2.954884406,-2.851481139,-1969.03371,-1969.087834,-1969.089666,-1969.02279,5.3873,10.9449,15.4561,6.6668
652,O=C(O)[Si]1(c2ncnc([Si]3(C(=O)O)c4ccsc4-c4sccc43)n2)c2ccsc2-c2sccc21,0.648371136,-5.990858742,-5.856434495,-2.474059215,-2.104256479,-3443.718862,-3443.756563,-3443.76617,-3443.704641,2.5533,2.8604,3.2226,3.2472
654,c1cc(-c2cnc(-c3sc(-c4ncc(-c5ccncn5)nn4)c4c3SCCS4)nn2)ncn1,0.351454098,-6.245013087,-6.060247776,-3.261012498,-2.668076397,-2511.294013,-2511.367211,-2511.370126,-2511.284013,2.4675,4.3772,4.9121,2.986
655,CN1C(=O)C(=Cc2noc(C3=C4C(=O)N(C)C(c5c(F)c(F)cc(F)c5F)=C4C(=O)N3C)c2C(=O)O)C(=O)N(C)C1=O,0.541732436,-7.498913754,-6.223516092,-3.557072378,-3.258019246,-2236.606971,-2236.691857,-2236.696978,-2236.592184,3.8574,7.5653,5.2787,4.8164
656,Fc1sc2nc3sc(-c4ccnc([SiH]5C=C6OCCOC6=C5)n4)cc3cc2c1F,0.464675233,-6.48773865,-5.911401495,-2.588347036,-1.732276833,-2330.812534,-2330.857364,-2330.862587,-2330.800681,2.1006,11.8377,11.7806,1.785
658,CN1C(=O)C(=Cc2cc3c(s2)-c2sc(-c4ncc(-c5ncccn5)cn4)cc2C3=C(C#N)C#N)C(=O)N(C)C1=O,0.453902245,-7.380544225,-6.30515025,-4.000345856,-3.227814607,-2497.296898,-2497.401777,-2497.403361,-2497.281801,10.1804,12.128,13.017,11.3951
659,CN1C(=O)C2=C(c3c(C(=O)O)sc4ccc(C#N)cc34)N(C)C(=O)C2=C1c1c(C(=O)O)sc2ccc(C#N)cc12,0.527906331,-7.19196932,-6.020791266,-3.336660151,-2.81420154,-2542.129787,-2542.207576,-2542.214746,-2542.117557,6.368,4.6225,3.7259,5.1628
661,C(=C1Sc2ccccc2S1)c1ncc(-c2ncnc(-c3cncnn3)n2)nn1,0.252576085,-6.598216877,-5.918748569,-3.096383613,-2.846310976,-1942.225791,-1942.287497,-1942.28901,-1942.218022,3.1351,9.5911,11.1999,2.8014
662,N#Cc1ccc2sc(-c3c(F)c(F)cc(F)c3F)c(-c3c(F)c(F)c(-c4ccc(N)cc4)c(F)c3F)c2c1,0.644104391,-6.85427602,-6.024872974,-2.391880829,-1.796495704,-2341.312545,-2341.352949,-2341.362001,-2341.297927,5.8382,11.1854,10.99,5.8383
663,CC1(C)SC(=C(C#N)C#N)C(C#N)=C1c1sc(-c2sc3ccc(C#N)cc3c2-c2sc(C3=C(C#N)C(=C(C#N)C#N)SC3(C)C)c3c2OCCS3)c2c1SCCO2,0.500942568,-6.713048926,-6.458622467,-3.747824194,-3.589726041,-4897.005292,-4897.100733,-4897.104411,-4896.990561,13.045,19.0867,19.4231,15.3343
664,N#Cc1cnc(-c2ncc(-c3nc(F)c(-c4cnc(-c5ncc(C#N)s5)nc4)c4nsnc34)cn2)s1,0.312830257,-7.507621397,-7.081491093,-4.303480696,-3.204412815,-2700.432757,-2700.544082,-2700.544161,-2700.42134,4.5607,3.1239,2.5988,4.9857
665,O=C(n1ccnc1)n1cncc1-c1cc(F)c(-c2ncc(-c3c(F)ccc4nsnc34)cn2)c2nsnc12,0.299132045,-6.995503113,-6.57726411,-3.235978023,-3.082505806,-2501.211921,-2501.279976,-2501.28029,-2501.201242,4.9038,2.288,2.6122,4.8026
666,CC1(C)OC(=C(C#N)C#N)C(C#N)=C1c1csc(-c2sc3ccc(C#N)cc3c2-c2sccc2C(=O)O)c1C(=O)O,0.642300276,-7.216731681,-6.955502375,-3.48251318,-2.914883668,-2903.141053,-2903.220854,-2903.227667,-2903.124262,11.9744,20.2143,19.3724,12.2642
667,Fc1c(F)c(C(F)(F)F)c2nsnc2c1-c1ccc2nc(-c3c(F)c(F)c(C(F)(F)F)c4nsnc34)oc2c1,0.404285004,-7.596330516,-6.946522618,-3.72850411,-3.426457725,-2945.872208,-2945.958139,-2945.958458,-2945.85767,1.6557,8.6727,10.091,1.3467
668,N#CC(C#N)=C1C=C(c2nccc(-c3sc4c(sc5c(F)csc54)c3F)n2)OC(C2COc3nsnc3O2)=C1,0.458326817,-6.787608124,-6.611278343,-3.28577486,-3.118696949,-3265.865575,-3265.940223,-3265.94474,-3265.853249,12.5425,19.245,20.7488,12.4656
669,Cn1c(=O)c2c(C#N)c3c4cccc5cccc(c3c(-c3cc6c(=O)[nH]c(=O)c7ccc8c(=O)[nH]c(=O)c3c8c76)c2c1=O)c54,0.388559544,-7.124212969,-6.838221302,-4.047693668,-3.285502746,-1974.504436,-1974.605492,-1974.608746,-1974.49341,5.2032,8.5936,8.3481,5.3201
670,N#Cc1ccc2sc(-c3cnc(-c4nc5ccsc5s4)nc3)c(-c3cnc(-c4nc5ccsc5s4)nc3)c2c1,0.47635436,-6.506514506,-6.351953834,-2.916244238,-2.469161166,-3409.613837,-3409.676756,-3409.683064,-3409.602639,4.1347,1.3749,2.0818,4.2407
671,O=C(c1ccoc1)c1ccc([Si]2(c3ccc(C(=O)c4ccoc4)s3)c3ccsc3-c3sccc32)s1,0.334993931,-6.886657569,-5.960926217,-2.527937759,-2.420180671,-3182.230235,-3182.272397,-3182.274156,-3182.219683,2.8991,4.6332,6.0162,2.7611
672,Fc1cc2nsnc2c(-c2ccnc(-c3sc(C4COc5nsnc5O4)c4c3OCCS4)n2)c1F,0.602171645,-6.345695215,-6.201202756,-3.116792152,-2.102351682,-3114.687396,-3114.745131,-3114.750754,-3114.67089,4.8673,17.4132,14.8401,4.9586
673,N#CC(C#N)=C1C=C(c2sc(C#N)c(C(=O)O)c2C#N)OC(c2sc(C#N)c(C(=O)O)c2C#N)=C1,0.407678264,-8.196069463,-7.294556245,-4.338855498,-4.013135207,-2341.625746,-2341.738929,-2341.742124,-2341.61396,3.4481,6.7994,8.0417,3.5338
674,Cc1nc2c(C#N)sc(C(=C(c3ccc(C#N)cc3)c3sc(C#N)c4nc(C)c(C)nc34)c3ccc(C#N)cc3)c2nc1C,0.502945326,-7.310338849,-6.383791156,-3.780749971,-3.281965265,-2541.89774,-2541.994952,-2541.998411,-2541.882716,7.1891,9.6665,8.6136,6.8334
675,O=C(c1ccc(-c2c(F)cc(C3COc4cscc4S3)c3nsnc23)s1)c1cocc1-c1c(F)cc(C2COc3cscc3S2)c2nsnc12,0.550478175,-6.247734226,-5.951130118,-3.410130894,-3.055022306,-4773.807774,-4773.887825,-4773.891762,-4773.791482,2.7877,5.6163,4.961,2.8419
